"word_lowercase","word","difficulty","standard_error","difficulty_lower","difficulty_upper","grade_eq","n_attempts","n_correct","n_incorrect","tasa_sfi","tasa_d","tasa_u","tasa_f","tasa_gr1","tasa_gr2","tasa_gr3","tasa_gr4","tasa_gr5","tasa_gr6","tasa_gr7","tasa_gr8","tasa_gr9","tasa_gr10","tasa_gr11","tasa_gr12","tasa_gr13","Log_Freq_HAL","Freq_SUBTLEXUS","sub_unigram_freq","wiki_unigram_freq","cyplex_7_9_raw_freq","cyplex_7_9_zipf_freq","cyplex_7_9_book_prop","cyplex_10_12_raw_freq","cyplex_10_12_zipf_freq","cyplex_10_12_book_prop","CD_SUBTLEXUS","Prevalence_Brys","Fam_Glasgow","AoA_Kuper","AoA_LWV","DPoS_Brys","POS","Conc_Brys","Imageability","Nmeanings_Websters","Valence_Warr","Valence_NRC","Arousal_Warr","Arousal_NRC","Emot_Assoc_Positive","Emot_Assoc_Joy","Sem_Diversity","Sem_N","NMorph","MorphSp","spelling_pattern","Length","Ortho_N","OLD20","OLD20F","Orth_Spread","BG_Sum","BG_Mean","BG_Frequency_By_Position","pronunciation","NPhon","NSyll","NSyll_ELP","NSyll_Chee","Phono_N","PLD20","PLD20F","First_Phon_bilabial","First_Phon_labiodental","First_Phon_interdental","First_Phon_alveolar","First_Phon_palatal","First_Phon_velar","First_Phon_glottal","First_Phon_stop","First_Phon_fricative","First_Phon_affricate","First_Phon_nasal","First_Phon_liquid","First_Phon_glide","First_Phon_voiced","Phonographic_N","Phonographic_N_Freq","spell2pron","Consistency_Token_FF_O","Consistency_Token_FF_R","Consistency_Token_FB_O","Consistency_Token_FB_R","Siegelman_OSC","Marelli_OSC"
"brazilian","brazilian",2.04141666539233,0.424173513991542,1.21003657796891,2.87279675281575,3.91,38,23,15,42.7999992370605,0.24439999461174,1,80,NA,NA,0,0,1,2,2,2,3,3,2,3,3,7.668,2.025305865,3586,82637,18,3.23,0.03,82,3.58,0.04,1.875061263,NA,NA,NA,NA,"Adjective","JJ|NN",NA,NA,1,NA,NA,NA,NA,NA,NA,1.344317885,5222,2,"{brazil}>ian>","brazilian",9,0,3.95,6.495,0,26488,3311,4466,"br@.z""Il.j@n",9,3,3,3,0,3.5,7.019,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,2.260869565,0.631437246,0.543395124,0.661965513,0.386529019,0.794240629603576,NA
"breach","breach",2.59669333327264,0.50705429371945,1.60286691758252,3.59051974896276,4.412,27,20,7,43.7999992370605,0.521499991416931,2,69,NA,0,0,0,0,1,1,1,1,1,2,2,6,7.865,2.50242712,6589,22266,18,3.23,0.04,71,3.52,0.11,2.344392274,2.575829304,4.281,11.72,11.69170313,"Noun","NN|VB",2.48,NA,6,3.67,0.177,3.46,0.745,0,0,1.426101542,1074,1,"{breach}","breach",6,5,1.65,7.579,5,18796,3759.2,3601,"br""itS",4,1,1,1,10,1.65,7.801,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,6.816,2.35714285714286,1,1,1,0.669623556,-0.00137267165650722,1
"bread","bread",-1.55052081615013,0.512373410677368,-2.55477270107777,-0.546268931222489,2.217,46,31,15,58.4000015258789,0.843800008296967,69,1367,142,102,83,104,88,69,58,53,53,46,47,38,18,9.112,3.160168293,28362,30517,566,4.7,0.43,1662,4.88,0.73,2.95568775,2.328693443,6.76,3.58,3.748050538,"Noun","NN",4.92,619,2,6.52,0.66,3.85,0.314,0,0,1.555067199,2333,1,"{bread}","bread",5,6,1.55,8.268,4,14625,3656.25,3111,"br""Ed",4,1,1,1,19,1.2,8.605,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,8.755,2.25925925925926,1,0.881431406,1,0.549572748,0.0608027895910143,0.828830516374681
"break","break",-1.37885698880037,0.151841850783746,-1.67646701633651,-1.08124696126423,2.258,542,461,81,60,0.947300016880035,100,1808,56,77,100,107,115,111,114,113,107,107,103,89,71,10.774,4.052155067,154667,161691,1460,5.11,0.83,2663,5.08,0.95,3.701049631,2.437943455,5.945460479,5.3,5.935415269,"Verb","VB|NN",3.71,398,17,5.1,0.61,4.71,0.265,0,0,2.148836497,8291,1,"{break}","break",5,6,1.65,8.122,3,13283,3320.75,2965,"br""ek",4,1,1,1,21,1.2,7.811,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,2.25925925925926,1,0.367282046,1,0.252900232,0.076584194573824,0.735018984109673
"breakdown","breakdown",-2.61269530037524,0.605254648741683,-3.79899441190894,-1.42639618884154,1.996,59,55,4,47.2000007629395,0.77700001001358,5,112,NA,0,0,0,0,0,1,2,3,5,5,6,14,8.204,2.572871602,5272,21116,28,3.41,0.04,42,3.29,0.09,2.463892989,2.254310981,NA,10.11,10.11,"Noun","NN",2.75,NA,2,3.48,0.365,4.73,0.423,0,0,2.046491228,2381,2,"{break}{down}","breakdown",9,0,3.6,6.383,0,16181,2022.625,3257,"br""ek.d%aUn",7,2,2,2,0,3.4,5.284,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,1.92307692307692,0.973150812,0.61409402,0.795076518,0.27371613,0.0900894889454774,1
"breakfast","breakfast",-1.19580450122599,0.57365444814582,-2.3201672195918,-0.0714417828601828,2.305,27,18,9,58.5,0.805400013923645,70,1433,98,141,136,134,94,84,72,65,58,47,40,29,4,8.939,3.529173603,40932,25984,1334,5.08,0.69,2378,5.04,0.85,3.29380436,2.575829304,6.5,3.47,3.512633106,"Noun","NN|VB",4.43,586,2,7.39,0.885,5,0.33,1,0,1.559764622,2445,2,"{break--fast}","breakfast",9,0,3.3,5.991,0,24747,3093.375,3819,"br""Ek.f@st",8,2,2,2,0,3.2,6.456,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,2.57692307692308,0.972931202,0.11435719,0.841840189,0.020051528,0.244306580636969,1
"breaking","breaking",-2.03914619106212,0.563626079761843,-3.14385330739533,-0.934439074728908,2.11,30,22,8,55.2000007629395,0.903800010681152,32,612,2,13,25,30,33,35,33,36,36,37,38,37,29,9.414,3.333648757,37841,79985,525,4.67,0.55,1114,4.71,0.83,3.206556044,2.434481277,NA,NA,NA,"Verb","VB|NN",3.93,NA,NA,NA,NA,NA,NA,NA,NA,2.162103322,7150,2,"{break}>ing>","breaking",8,3,1.95,6.947,1,37785,5397.857,6872,"br""ek.IN",6,2,2,2,9,1.75,6.795,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,2.23333333333333,0.997538459,0.5099654,0.613662111,0.494316976,0.0402595538063333,0.640350439515234
"breath","breath",0.941294274220565,0.111535223033716,0.722685237074482,1.15990331136665,3.148,528,307,221,57.5999984741211,0.754400014877319,57,1206,48,105,104,97,78,70,61,55,50,38,33,27,10,9.577,3.360214613,32950,17809,3168,5.45,0.89,6133,5.45,0.95,3.205204364,2.154812999,NA,5.81,6.004128125,"Noun","NN",4.36,480,10,6.61,0.684,2.35,0.392,0,0,1.502569431,1072,1,"{breath}","breath",6,2,1.7,7.543,2,23360,4672,3717,"br""ET",4,1,1,1,5,1.6,8.065,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,2.46666666666667,1,0.824375793,1,0.651650312,0.176649248310121,0.59772504271999
"breathe","breathe",0.727347440782187,0.342853946271113,0.0553537060908056,1.39934117547357,3.03,54,30,24,55.0999984741211,0.694199979305267,32,743,30,37,39,39,38,36,36,36,32,28,27,23,12,8.045,3.393575203,24135,7904,602,4.73,0.5,1139,4.72,0.77,3.153814864,2.235438102,NA,4.11,4.654781042,"Verb","VB",4.07,NA,10,7.17,0.833,2.6,0.373,NA,NA,1.610680256,0,1,"{breathe}","breathe",7,3,1.9,7.08,2,26917,4486.167,4135,"br""iD",4,1,1,1,7,1.65,7.516,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,3.32142857142857,1,1,1,0.773928362,0.321850341897511,0.984122599370847
"breathed","breathed",3.9737063702841,0.613963200882587,2.77033849655423,5.17707424401397,6.066,15,7,8,49.5999984741211,0.634700000286102,9,218,2,7,13,16,14,14,12,11,10,8,6,5,1,7.033,1.857332496,1385,1801,607,4.73,0.48,915,4.62,0.6,1.812913357,1.836531622,NA,NA,NA,"Verb","VB",3.57,NA,NA,NA,NA,NA,NA,NA,NA,1.456384925,0,2,"{breathe}>ed>","breathed",8,4,1.95,6.615,2,35001,5000.143,5440,"br""iDd",5,1,1,1,3,1.8,7.306,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6.001,2.75,1,1,1,1,0.137027962060681,NA
"breathing","breathing",-0.49100089890596,0.534343665767212,-1.5383144838097,0.556312685997776,2.513,44,39,5,55.4000015258789,0.685100018978119,34,804,11,31,31,31,32,37,40,38,35,40,37,31,21,8.861,3.151676231,24655,19815,622,4.74,0.53,1481,4.83,0.81,3,2.24883136,NA,NA,NA,"Verb","NN|VB",4.1,NA,10,NA,NA,NA,NA,NA,NA,1.559038523,1047,2,"{breathe}>ing>","breathing",9,2,2.35,6.698,1,49071,6133.875,7186,"br""iD.IN",6,2,2,2,4,1.9,7.062,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.293,2.6,0.704646691,0.814138858,1,0.588832216,0.00926472426174622,1
"breathless","breathless",1.85827235572405,0.490211499849931,0.897457816018185,2.81908689542991,3.763,34,26,8,45,0.469199985265732,3,88,NA,2,3,4,5,4,4,3,3,2,3,2,0,6.303,1.748188027,879,1328,118,4.03,0.18,368,4.23,0.41,1.643452676,2.321514965,NA,9.56,9.56,"Adjective","JJ",3.67,NA,3,4.95,0.323,5.73,0.49,NA,NA,1.499822112,0,2,"{breath}>less>","breathless",10,0,3.2,5.485,0,46763,5195.889,6279,"br""ET.l@s",7,2,2,2,0,2.8,5.618,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,2.52,0.989774454,0.811933292,0.894093128,0.586367571,NA,0.742433126051462
"bred","bred",1.09022783522632,0.420753566803126,0.265550844292193,1.91490482616045,3.235,41,28,13,46.7000007629395,0.699699997901917,4,106,NA,0,1,1,2,2,3,3,4,5,6,7,7,8.035,2.100370545,2582,19825,54,3.69,0.06,122,3.75,0.15,1.977723605,1.861057356,NA,NA,NA,"Verb","VB|JJ",3.38,387,1,NA,NA,NA,NA,NA,NA,1.552682441,12,1,"{bred}","bred",4,7,1.55,8.086,4,17581,5860.333,2501,"br""Ed",4,1,1,1,19,1.2,8.605,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,7.11,1.53571428571429,1,0.883577175,1,0.409198147,0.0653624465015435,0.264001023936269
"breeches","breeches",-0.0809197050615032,0.478573376901866,-1.01892352378916,0.857084113666154,2.661,34,24,10,44.2999992370605,0.450300008058548,2,77,NA,0,1,2,4,4,5,4,4,3,3,2,0,4.99,1.301029996,414,1444,43,3.59,0.05,126,3.76,0.1,1.230448921,1.640417605,NA,12.104381,11.65083594,"Noun","NN",4.07,NA,2,NA,0.365,NA,0.457,0,0,1.233436626,0,2,"{breech}>s>","breeches",8,1,2.3,6.172,0,33307,4758.143,5975,"br""ItS.@z",6,2,2,2,4,1.95,6.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.74,1.473684211,0.802771049,0.032707349,0.692696827,0.248502137,0.103870781817744,1
"breed","breed",-0.106541628237047,0.507879600941193,-1.10198564608179,0.888902389607691,2.652,27,17,10,49.0999984741211,0.855400025844574,8,159,NA,0,0,2,5,6,6,7,9,10,11,13,10,9.632,2.51054501,6468,40436,65,3.77,0.09,128,3.77,0.13,2.396199347,2.431458573,NA,9,8.807371505,"Noun","NN|VB",2.85,NA,7,5.74,0.49,4.1,0.441,0,0,1.38440891,3055,1,"{breed}","breed",5,6,1.55,7.843,3,19367,4841.75,3215,"br""id",4,1,1,1,23,1,8.304,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,7.683,1.82608695652174,1,1,1,0.696420361,0.151387442823367,0.90852829816042
"breeding","breeding",0.390491486478617,0.48040734163151,-0.551106903119143,1.33208987607638,2.863,26,19,7,50.4000015258789,0.787899971008301,10,226,NA,0,1,2,3,5,5,7,8,13,15,18,18,9.062,2.271841607,3999,42578,30,3.44,0.04,91,3.62,0.07,2.195899652,2.440969611,NA,9.3,9.3,"Noun","VB|NN",2.96,NA,5,5.62,0.667,3.95,0.481,0,0,1.257092927,3277,2,"{breed}>ing>","breeding",8,2,1.95,6.859,1,46462,6637.429,7313,"br""i4.IN",6,2,2,2,10,1.5,7.62,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5.383,1.64,0.973150812,0.966387975,0.795076518,0.558125142,0.0368834710772845,0.972763441694113
"breeze","breeze",-2.61948626214419,0.530136994656412,-3.65855477167076,-1.58041775261762,1.995,35,28,7,51.5999984741211,0.582199990749359,14,359,5,9,22,26,24,23,20,19,17,13,10,8,2,7.659,2.613841822,7220,6610,470,4.62,0.46,863,4.6,0.63,2.511883361,2.109814096,5.727,6.22,6.409013542,"Noun","NN|VB",3.62,560,2,7.61,0.837,3.2,0.284,0,0,1.481453155,0,1,"{breeze}","breeze",6,2,2.15,6.927,2,12524,2504.8,2850,"br""iz",4,1,1,1,26,1,7.209,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.645,2.19230769230769,1,1,1,0.107904296,0.0655904535025022,1
"breezes","breezes",0.770302820683242,0.57255820346064,-0.351911258099613,1.8925168994661,3.053,22,13,9,45.2000007629395,0.725099980831146,3,73,1,2,2,3,4,4,4,5,5,4,3,3,0,4.997,1.643452676,482,988,9,2.95,0.02,29,3.14,0.06,1.62324929,NA,NA,NA,NA,"Noun","NN|VB",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.407275444,0,2,"{breeze}>s>","breezes",7,2,2.35,6.318,1,25260,4210,4795,"br""iz.@z",6,2,2,2,7,1.85,6.79,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.881,2.181818182,0.93069562,0.895218682,0.568498924,0.538558706,0.105041763149877,NA
"brewing","brewing",0.304258687930482,0.519861341823305,-0.714669542043196,1.32318691790416,2.824,29,23,6,42.7999992370605,0.698499977588654,1,43,NA,1,0,0,1,1,2,2,1,2,2,2,1,8.058,1.69019608,1697,13634,35,3.51,0.07,93,3.63,0.17,1.672097858,2.167403749,NA,10.44,NA,"Noun","NN|VB",3.07,NA,4,6.62,0.74,5.85,0.593,0,0,1.148151968,20,2,"{brew}>ing>","brewing",7,1,2,7.479,0,34391,5731.833,6016,"br""u.IN",5,2,2,2,4,1.7,6.83,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.497,2.32142857142857,0.989932067,0.985795508,0.981719497,0.533977627,NA,1
"bribe","bribe",1.24597068110824,0.11293499546393,1.02461808999894,1.46732327221754,3.331,493,269,224,38,0.406399995088577,0.638199985027313,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.024,2.489958479,5870,5116,32,3.47,0.06,71,3.52,0.12,2.382017043,2.26520667,5.242,9.74,9.5933625,"Verb","NN|VB",3.44,425,3,3.32,0.112,4.44,0.69,0,0,1.810068222,0,1,"{bribe}","bribe",5,4,1.7,7.582,2,10107,2526.75,2207,"br""aIb",4,1,1,1,7,1.65,7.862,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,7.688,1.89285714285714,1,1,1,1,0.0762728766546791,0.919252684588395
"brick","brick",-2.46643635631755,0.522954838305904,-3.49142783939712,-1.44144487323798,2.024,39,28,11,53.2000007629395,0.484100013971329,20,616,9,20,19,20,33,30,29,28,27,22,24,23,9,8.286,2.716003344,10274,72722,286,4.41,0.27,662,4.48,0.58,2.408239965,2.170755992,NA,6.43,5.801144086,"Noun","NN",4.83,574,4,4.65,0.217,2.53,0.418,0,0,1.468326978,3310,1,"{brick}","brick",5,8,1.6,8.377,2,13832,3458,2700,"br""Ik",4,1,1,1,23,1.15,8.317,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,7.193,1.69230769230769,1,1,1,0.334040406,0.0754199808598178,0.957213691487095
"bricks","bricks",-1.65039597376617,0.554402791604127,-2.73702544531026,-0.563766502222081,2.194,29,20,9,50.7999992370605,0.682600021362305,11,277,3,16,11,9,9,13,12,11,10,13,15,14,3,7.434,2.303196057,4066,15237,133,4.08,0.17,312,4.15,0.36,2.176091259,NA,NA,NA,NA,"Noun","NN",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.580544475,130,2,"{brick}>s>","bricks",6,4,1.85,8.132,1,14550,2910,2835,"br""Iks",5,1,1,1,9,1.7,7.934,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5.147,1.57692307692308,1,1,1,0.051162169,0.156769025894031,NA
"bride","bride",-0.721098947476234,0.511383001184882,-1.7234096297986,0.281211734846135,2.439,35,26,9,48.4000015258789,0.692799985408783,6,154,0,1,4,5,11,9,9,7,5,5,5,6,3,8.21,3.092018471,21329,21566,107,3.98,0.09,186,3.93,0.13,2.805500858,2.123153308,5.594,5.1,6.045598958,"Noun","NN",4.63,NA,2,6.8,0.84,4.5,0.708,1,1,1.348274115,2458,1,"{bride}","bride",5,4,1.55,7.779,2,13853,3463.25,2753,"br""aId",4,1,1,1,22,1.2,7.968,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,7.544,1.6,1,1,1,0.620522362,0.0915005146778416,0.860704337651095
"bridge","bridge",-0.770287550516614,0.138517735510505,-1.0417823121172,-0.498792788916024,2.424,524,422,102,57.7999992370605,0.838199973106384,59,1175,31,52,44,55,58,56,62,61,64,70,76,66,20,9.871,3.367728546,38531,305787,860,4.89,0.4,1501,4.84,0.58,3.019946682,2.177282991,5.581061842,5.58,5.512011406,"Noun","NN|VB",4.97,608,5,5.44,0.625,3.48,0.324,0,0,1.721522835,7473,1,"{bridge}","bridge",6,2,1.75,7.155,2,11642,2328.4,2494,"br""IdZ",4,1,1,1,9,1.9,7.384,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.377,2.96296296296296,1,1,1,1,0.135031093143889,0.980493865415671
"bridges","bridges",-0.467491514763575,0.507713458156584,-1.46260989275048,0.52762686322333,2.521,30,17,13,53,0.886500000953674,20,382,4,4,6,8,12,14,18,19,22,31,30,28,15,8.396,2.399673721,4322,51421,82,3.87,0.1,151,3.84,0.2,2.178976947,NA,NA,NA,NA,"Noun","NN|VB",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.728727808,5397,2,"{bridge}>s>","bridges",7,4,2.15,6.877,0,24378,4063,4439,"br""IdZ.@z",6,2,2,2,3,2.3,6.666,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.06,2.58620689655172,1,0.711680185,0.532504884,0.889300692,0.128754887501706,NA
"brief","brief",1.00473429596664,0.399154061740446,0.222392334955366,1.78707625697791,3.184,48,34,14,55.2999992370605,0.963900029659271,34,608,0,1,7,9,20,23,25,28,33,37,42,50,60,9.878,2.865103975,11869,114641,209,4.27,0.3,546,4.4,0.57,2.777426822,2.435363235,5.546,8.44,8.351493871,"Adjective","JJ|NN|VB",2.38,344,6,6,0.469,3.42,0.3,NA,NA,2.15828653,8039,1,"{brief}","brief",5,2,1.85,7.419,1,12426,3106.5,2197,"br""if",4,1,1,1,8,1.55,7.804,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.27,2.43333333333333,1,1,1,0.592614876,0.0499538618066943,0.800657098723881
"briefly","briefly",2.43406336348342,0.356231953053758,1.73584873549805,3.13227799146879,4.256,44,21,23,52,0.962800025939941,15,279,0,1,4,5,8,11,14,15,15,16,16,17,27,8.776,2.214843848,3303,96512,195,4.24,0.28,461,4.32,0.45,2.187520721,2.575829304,NA,NA,NA,"Adverb","RB",1.9,NA,1,NA,0.686,NA,0.314,0,0,2.045874694,7352,2,"{brief}>ly>","briefly",7,0,2.65,6.06,0,17261,2876.833,2604,"br""if.li",6,2,2,2,0,2.2,6.813,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,2.88461538461538,0.989774454,0.955760669,0.894093128,0.53189517,NA,1
"bright","bright",-1.56892322115996,0.612154337329887,-2.76874572232654,-0.369100719993382,2.213,51,47,4,60.4000015258789,0.875899970531464,109,2095,109,139,153,139,138,133,134,120,114,93,85,68,23,9.527,3.355259906,28709,54496,2070,5.27,0.83,3828,5.24,0.94,3.147367108,2.435945037,6.338257212,6.58,5.683889375,"Adjective","JJ|NN",3.92,489,8,6.84,0.89,5,0.527,NA,NA,1.788011601,5976,1,"{bright}","bright",6,4,1.8,9.11,2,10548,2109.6,2520,"br""aIt",4,1,1,1,16,1.35,8.761,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,6.004,2.65384615384615,1,1,1,0.700829302,0.0125574104683458,0.881543860387642
"brightened","brightened",0.990066983561071,0.473070614243811,0.0628485796432015,1.91728538747894,3.176,44,36,8,43.7000007629395,0.512700021266937,2,63,NA,1,3,3,3,3,2,2,1,1,1,0,0,5.313,0.84509804,245,496,86,3.89,0.16,158,3.86,0.26,0.84509804,NA,NA,NA,NA,"Verb","VB",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.552813278,0,3,"{bright}>en>>ed>","brightened",10,1,3,5.847,1,39543,4393.667,5516,"br""aIt.n=d",6,2,2,2,2,2.25,6.723,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.843,3.24,0.811507704,0.975947443,0.973844842,0.243237704,0.131848522076985,NA
"brighter","brighter",-0.784609921443338,0.529241492488958,-1.8219232467217,0.25270340383502,2.42,47,41,6,49.2000007629395,0.712000012397766,8,185,10,4,8,8,11,8,9,7,7,8,8,6,3,7.39,2.178976947,2986,6331,161,4.16,0.24,355,4.21,0.43,2.100370545,NA,NA,NA,NA,"Adjective","JJ",NA,NA,NA,NA,0.918,NA,0.698,NA,NA,1.785206846,0,2,"{bright}>er>","brighter",8,2,2.35,7.039,NA,32244,4606.286,4710,"br""aI4.@`",5,2,2,NA,5,1.85,7.535,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.091,2.58333333333333,NA,NA,NA,NA,0.223645310828894,NA
"brightest","brightest",1.08501172602337,0.511990368914137,0.0815106029516617,2.08851284909508,3.232,35,25,10,44.7999992370605,0.548099994659424,3,81,NA,2,2,2,3,3,4,2,2,1,1,1,2,6.93,2.045322979,2375,5092,64,3.76,0.13,109,3.7,0.2,2.017033339,NA,NA,NA,NA,"Adjective","JJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.330192216,0,2,"{bright}>est>","brightest",9,0,2.6,6.728,0,39332,4916.5,5897,"br""aI4.Ist",7,2,2,2,2,2.6,6.698,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,3.70833333333333,0.811507704,0.882674461,0.973844842,0.323882582,NA,NA
"brightly","brightly",-1.01836839502972,0.523151359652813,-2.04374505994923,0.00700826988979353,2.352,44,37,7,51.5999984741211,0.790000021457672,14,296,2,11,20,20,18,18,13,12,12,12,12,10,2,6.79,1.591064607,1285,4950,424,4.58,0.44,652,4.47,0.59,1.568201724,2.213328589,NA,NA,NA,"Adverb","RB",2.73,NA,2,NA,NA,NA,NA,NA,NA,1.664213969,0,2,"{bright}>ly>","brightly",8,0,2.45,6.888,0,15331,2190.143,2998,"br""aIt.li",6,2,2,2,1,2.1,6.961,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,2.96153846153846,0.989774454,0.955760669,0.894093128,0.586002384,-0.0210747755217239,1
"brightness","brightness",-0.879682076651801,0.518749861340017,-1.89643180487823,0.137067651574632,2.392,50,43,7,47.0999984741211,0.601199984550476,5,132,NA,1,3,3,5,5,5,5,6,7,8,4,2,7.631,1.491361694,937,8661,64,3.76,0.12,179,3.91,0.24,1.361727836,2.3547638,NA,7.24,NA,"Noun","NN",3.43,NA,2,7.05,0.938,4.39,0.623,1,0,1.484220917,1,2,"{bright}>ness>","brightness",10,0,3.05,5.553,0,32386,3598.444,5114,"br""aIt.n@s",7,2,2,2,1,2.5,5.954,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,3.14814814814815,0.972579053,0.899745396,0.927843151,0.610957066,-0.0545727397590953,1
"brilliance","brilliance",0.609890970796788,0.481195605209526,-0.333252415413883,1.55303435700746,2.97,46,36,10,43.5999984741211,0.597699999809265,2,57,NA,0,1,1,1,2,2,2,2,2,1,1,2,6.931,1.880813592,1426,4003,34,3.49,0.07,85,3.59,0.11,1.851258349,2.326820684,NA,10.5,10.5,"Noun","NN",2.39,NA,1,7.09,0.99,5.24,0.673,NA,NA,1.694379322,0,2,"{brilli--ance}","brilliance",10,1,3.55,6.593,0,34957,3884.111,5343,"br""I.lj@ns",8,2,2,2,1,2.55,6.862,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,2.62068965517241,0.524176866,0.782849479,0.69709403,0.430571836,0.0667282511092673,1
"brilliant","brilliant",0.309842745442975,0.320157356869879,-0.317665674021988,0.937351164907938,2.826,91,70,21,53,0.796199977397919,20,412,NA,1,5,8,15,19,20,22,23,27,30,28,22,8.953,3.261738547,23842,29178,892,4.9,0.58,1222,4.75,0.7,3.072617477,2.575829304,6.160531963,7.95,7.95,"Adjective","JJ",2.07,482,3,7.5,0.939,5.95,0.575,1,1,1.878419344,4166,2,"{brilli--ant}","brilliant",9,0,3.25,6.5,0,35107,4388.375,5432,"br""I.lj@nt",8,2,2,2,1,2.55,6.074,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,2.25925925925926,0.524176866,0.782849479,0.69709403,0.429478601,NA,0.933047707887408
"brilliantly","brilliantly",3.46405976940321,0.607872193339285,2.27263027045821,4.65548926834821,5.38,16,10,6,43.2999992370605,0.565100014209747,2,55,NA,NA,0,0,1,2,1,1,2,2,2,2,2,6.368,1.806179974,1474,3446,68,3.79,0.13,83,3.58,0.15,1.72427587,2.575829304,NA,NA,NA,"Adverb","RB",1.97,NA,1,NA,NA,NA,NA,NA,NA,1.77707818,0,3,"{brilli--ant}>ly>","brilliantly",11,0,4.35,5.653,0,39890,3989,5994,"br""I.lj@nt.li",10,3,3,4,0,3.6,6.042,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,2.43333333333333,0.973767835,0.65543032,0.762177012,0.534990024,NA,NA
"bring","bring",-2.71435603587731,0.497523060451439,-3.68950123436213,-1.73921083739249,1.976,38,27,11,62.2000007629395,0.971599996089935,167,2956,171,175,190,196,188,169,163,165,153,148,148,136,128,10.942,4.222352239,278733,182942,1996,5.25,0.85,3935,5.25,0.97,3.788239097,2.432683248,NA,4.42,4.45401125,"Verb","VB",2.55,NA,5,5.68,0.635,4.29,0.46,0,0,2.221830416,8152,1,"{bring}","bring",5,5,1.55,7.797,3,30702,7675.5,2960,"br""IN",4,1,1,1,16,1.2,7.894,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12.8,1.4,1,1,1,0.362924239,0.00803457819485793,0.989514314792561
"bringing","bringing",-1.77327037455732,0.470136774771424,-2.69473845310931,-0.851802296005329,2.167,40,21,19,55.5999984741211,0.939400017261505,36,662,18,29,27,27,32,32,33,36,37,37,36,38,33,9.486,3.358505911,40310,83377,478,4.63,0.54,976,4.65,0.79,3.248708736,NA,NA,NA,NA,"Verb","VB|NN",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.256564048,7380,2,"{bring}>ing>","bringing",8,4,1.9,6.865,1,55376,7910.857,6847,"br""IN.IN",6,2,2,2,2,1.95,6.971,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.819,1.85714285714286,0.989932067,1,0.981719497,0.671054729,0.0129132506580967,0.142352116175101
